Facility_Name,Reg_No,Address,Facility_Type,Level,Bed_Capacity,County,status,View
PCEA TUMUTUMU MISSION HOSPITAL,000xxx,P.O BOX PRIVATE BAG-10101 KARATINA,FAITH BASED LEVEL 5 HOSPITAL,LEVEL 5,203,NYERI,Active,
MARIE STOPES KENYA MAKUTANO CLINIC,001xxx,P.O BOX 59328-00200 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
GOODHANDS MEDICAL CLINIC-ELD,001xxx,P.O BOX 440-30700 ELDORET,MEDICAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
MOMBASA SERENA BEACH RESORT & SPA CLINIC,001xxx,P.O BOX 90352-80100 MOMBASA,MEDICAL CLINIC,LEVEL 2,0,MOMBASA,Active,
KHADIJA CENTRE,001xxx,P.O BOX 99683-80107 MOMBASA,DISPENSARY,LEVEL 2,0,MOMBASA,Active,
KAYOLE HOSPITAL LTD,001xxx,P.O BOX 67617-00200 NAIROBI,NURSING HOME,LEVEL 3A,30,NAIROBI,Active,
P.C.E.A KIKUYU HOSPITAL,001xxx,P.O BOX 45-00902 KIKUYU,FAITH BASED LEVEL 5 HOSPITAL,LEVEL 5,218,KIAMBU,Active,
NAIROBI BOTTLERS LTD STAFF CLINIC,002xxx,P.O BOX 18034-00500 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
TECHNICAL UNIVERSITY OF KENYA,003xxx,P.O BOX 52428-00200 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
ST. ANN HOSPITAL GATHANGA,004xxx,P.O BOX 486-00618 NAIROBI,HEALTH CENTRE,LEVEL 3A,0,KIAMBU,Active,
GOOD CARE MEDICAL CLINIC,004xxx,P.O BOX 187-20115  EGERTON,MEDICAL CLINIC,LEVEL 2,0,NAROK,Active,
TSAVO COMPREHENSIVE MEDICAL CLINIC,004xxx,P.O BOX 34-80300 VOI,MEDICAL CLINIC,LEVEL 2,0,TAITA TAVETA,Active,
NYAMIRA JAMII MEDICAL & DIAGNOSTIC CENTRE,004xxx,P.O BOX 325-40500 NYAMIRA,NURSING HOME,LEVEL 3A,25,NYAMIRA,Active,
KIPCHIMCHIM MISSION HOSPITAL,004xxx,P.O BOX 31-20200 KERICHO,MISSION HOSPITAL LEVEL 3,LEVEL 3B,50,KERICHO,Active,
PCEA NGEMWA DISPENSARY,004xxx,P.O BOX 378-00900  KIAMBU,DISPENSARY,LEVEL 2,0,KIAMBU,Active,
RHEEMAH HOSPITAL LIMITED,005xxx,P.O BOX 106293-00100 NAIROBI,NURSING HOME,LEVEL 3A,12,NAIROBI,Active,
MAO AWEYS INTERNATIONAL HOSPITAL LIMITED,006xxx,P.O BOX 2732-00610 NAIROBI,HOSPITAL LEVEL 4,LEVEL 4,60,NAIROBI,Active,
SECOND AVENUE PHARMACY AND MEDICAL CENTRE LIMITED,006xxx,P.O BOX 516-70300 MANDERA,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
TSAVO COMPREHENSIVE MEDICAL ANNEX,006xxx,P.O BOX 34-80300 VOI,HOSPITAL LEVEL 4,LEVEL 4,50,TAITA TAVETA,Active,
MAC DENTAL LIMITED,013xxx,P.O BOX 47090-00100 NAIROBI,DENTAL CLINIC,LEVEL 2,0,KIAMBU,Active,
AL-BAQARAH NURSING HOME LIMITED,014xxx,P.O BOX 256-70200 WAJIR,NURSING HOME,LEVEL 3A,30,WAJIR,Active,
EBRAN NURSING HOME LIMITED,014xxx,P.O BOX 256-70200 WAJIR,NURSING HOME,LEVEL 3A,30,WAJIR,Active,
WAJIR MEDICAL NURSING ZONE LIMITED,014xxx,P.O BOX 50-70200 WAJIR,NURSING HOME,LEVEL 3A,30,WAJIR,Active,
WAJIRBOR MEDICAL CENTRE LIMITED,014xxx,P.O BOX 688-70200 WAJIR,NURSING HOME,LEVEL 3A,30,WAJIR,Active,
MARIA ASSUNTA MEDICAL CENTRE,014xxx,P.O BOX 2230-60200 MERU,MEDICAL CLINIC,LEVEL 2,0,MERU,Active,
ALPHIL MEDICAL CENTRE LIMITED,014xxx,P.O BOX 19246-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
RIYAAD MEDICAL CENTRE LIMITED,014xxx,P.O BOX 286- MANDERA,MEDICAL CENTRE,LEVEL 3B,30,MANDERA,Active,
BURUBURU SHALOM MEDICAL CLINIC,014xxx,P.O BOX 20624-00200 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
ROPHEKA MEDICAL SERVICES,015xxx,P.O BOX 115-20107  NJORO,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
SILVER-LINE DENTAL CLINIC,015xxx,P.O BOX 6156-00100 EASTLEIGH,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
JARAMA MEDICAL CENTRE,015xxx,P.O BOX 122-40200 KISII,MEDICAL CENTRE,LEVEL 3B,0,KISII,Active,
DENTAL ART STUDIO,015xxx,P.O BOX 7078-00200 CITY SQUARE,DENTAL CLINIC,LEVEL 2,0,KAJIADO,Active,
MANDERA NURSING HOME,016xxx,P.O BOX 52-70300 MANDERA,NURSING HOME,LEVEL 3A,15,MANDERA,Active,
THE HEART CENTRE,016xxx,P.O BOX 19387-00202 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
BETA CARE SATELITE CLINIC,016xxx,P.O BOX 581-00216 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
SILJOS  MEDICARE CLINIC,016xxx,P.O BOX 2592-30100 ELDORET,MEDICAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
BARATON COMMUNITY MEDICARE,016xxx,P.O BOX 50- BARATON,MEDICAL CLINIC,LEVEL 2,0,NANDI,Active,
HEALTOPS HEALTHCARE MEDICAL CLINIC NAKURU,016xxx,P.O BOX 548-20100 NAKURU,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
KAMLESH KAPADIA OPTICS LIMITED-NHIF BUILDING,017xxx,P.O BOX 38300-00623 NAIROBI,EYE CLINIC,LEVEL 2,0,NAIROBI,Active,
KAMLESH KAPADIA OPTICS LIMITED-WESTLAND,017xxx,P.O BOX 38300-00323 NAIROBI,EYE CLINIC,LEVEL 2,0,NAIROBI,Active,
NORTHMARK MEDICAL CENTRE AND NURSING HOME LIMITED,017xxx,P.O BOX 131-60300 ISIOLO,NURSING HOME,LEVEL 3A,25,ISIOLO,Active,
NAIROBI AUDIOLOGY CENTRE LIMITED,017xxx,P.O BOX 216-00202 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
ALPHIL MEDICAL CENTRE LIMITED- KABURWO,017xxx,P.O BOX 19246-20100 NAKURU,MEDICAL CENTRE,LEVEL 3B,20,BARINGO,Active,
IKON DENTAL CLINIC,017xxx,P.O BOX 1780-00902 KIKUYU,DENTAL CLINIC,LEVEL 2,0,KIAMBU,Active,
SEGERO HILLVIEW MEDICAL CENTRE,017xxx,P.O BOX 918-30100 ELDORET,MEDICAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
ST.JOHN'S MISSION HOSPITAL SIRENDE,018xxx,P.O BOX 4683-30200 KITALE,FAITH BASED LEVEL 4 HOSPITAL,LEVEL 4,30,TRANS NZOIA,Active,
LAKEVIEW HOSPITAL LIMITED,018xxx,P.O BOX 375-20117 NAIVASHA,HOSPITAL LEVEL 4,LEVEL 4,250,NAKURU,Active,
AIRPORT VIEW DIAGNOSTIC MEDICAL CARE,018xxx,P.O BOX 1045-80100 MOMBASA,MEDICAL CLINIC,LEVEL 2,0,MOMBASA,Active,
KWA KADZENGO MAWENI MEDICAL CLINIC,018xxx,P.O BOX 123-80109 MTWAPA,MEDICAL CLINIC,LEVEL 2,0,KILIFI,Active,
PCEA KIKUYU HOSPITAL,018xxx,P.O BOX 45-00902 KIKUYU,FAITH BASED DISPENSARY,LEVEL 2,0,KAJIADO,Active,
OUTSPAN HOSPITAL TOWN CLINIC,019xxx,P.O BOX 2058-10100 NYERI,MEDICAL CLINIC,LEVEL 2,0,NYERI,Active,
KOIMBI MEDICAL CLINIC,019xxx,P.O BOX 703-10200 MURANGA,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
AFYA CREST MEDICAL CENTRE,019xxx,P.O BOX 4848-01000 THIKA,MEDICAL CLINIC,LEVEL 2,0,KIAMBU,Active,
THE MAZIRA MEMORIAL HOSPITAL LIMITED,019xxx,P.O BOX 731-40100 KISUMU,MEDICAL CENTRE,LEVEL 3B,0,VIHIGA,Active,
SARARA NOMADIC HEALTH CARE,019xxx,P.O BOX 1437-10400 NANYUKI,MEDICAL CLINIC,LEVEL 2,0,SAMBURU,Active,
TALAI CLINICAL SERVICES,019xxx,P.O BOX 211-30300 KAPENGURIA,MEDICAL CENTRE,LEVEL 3B,0,WEST POKOT,Active,
LYDIA MEMORIAL KEY MEDICAL CENTER LIMITED,020xxx,P.O BOX 32788-00600 NAIROBI,MEDICAL CENTRE,LEVEL 3B,15,MACHAKOS,Active,
ST MARK JUST HOSPITAL MULOT LIMITED,020xxx,P.O BOX 96- LONGISA,NURSING HOME,LEVEL 3A,20,BOMET,Active,
WESTLANDS LASER EYE HOSPITAL LIMITED-NAIROBI CBD,020xxx,P.O BOX 80853- NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
APOLLO DENTAL CLINIC,020xxx,P.O BOX 367-20200 KERICHO,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
APOLLO DENTAL CLINIC-PARKLANDS,021xxx,P.O BOX 367-20200 KERICHO,DENTAL CLINIC,LEVEL 2,0,NAIROBI,Active,
KENKOSELE MEDICAL CENTRE,021xxx,P.O BOX 42-40222 OYUGIS,MEDICAL CLINIC,LEVEL 2,0,HOMA BAY,Active,
BLESSED FAMILY HOSPITAL,021xxx,P.O BOX 409-20500 NAROK,MEDICAL CLINIC,LEVEL 2,0,NAROK,Active,
CODE CARE MEDICAL CENTRE,021xxx,P.O BOX 6231-00300 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
SHELLA DISPENSARY,GK-xxx,P.O BOX 45-80500 LAMU,DISPENSARY,LEVEL 2,0,LAMU,Active,
KIPUNGANI DISPENSARY,GK-xxx,P.O BOX 45-80500 LAMU,DISPENSARY,LEVEL 2,0,LAMU,Active,
BARGONI NYS DISPENSARY,GK-xxx,P.O BOX 45-80500 LAMU,DISPENSARY,LEVEL 2,0,LAMU,Active,
ADU DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
SHALA HOLA DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
BURANGI DISPENSARY,GK-xxx,P.O BOX 996-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
BOMBI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
CHAKAMA DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
MJANA HERI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
MAMBRUI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
SABAKI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
GONGONI HEALTH CENTRE,GK-xxx,P.O BOX 1-80100 MOMBASA,HEALTH CENTRE,LEVEL 3A,6,KILIFI,Active,
MULUNGUNI DISPENSARY,GK-xxx,P.O BOX 9-80108 KILIFI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
KARIMBONI DISPENSARY,GK-xxx,P.O BOX 24-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
MWANGATINI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
MARERENI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
GANDINI DISPENSARY GARASHI,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
SOSONI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
NGOMENI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
RAWANA DISPENSARY,GK-xxx,P.O BOX --60600 RAWANA,DISPENSARY,LEVEL 2,0,MARSABIT,Active,
HARHOSA DISPENSARY,GK-xxx,P.O BOX 57-60700 HARHOSA,DISPENSARY,LEVEL 2,0,MARSABIT,Active,
KATE DISPENSARY,GK-xxx,P.O BOX 57-60700 MOYALE,DISPENSARY,LEVEL 2,0,MARSABIT,Active,
ODDA DISPENSARY,GK-xxx,P.O BOX 57-60700 MOYALE,DISPENSARY,LEVEL 2,0,MARSABIT,Active,
KESOGON DISPENSARY,GK-xxx,P.O BOX 2334-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
KASPHAT DISPENSARY,GK-xxx,P.O BOX 312-00900 KIAMBU,DISPENSARY,LEVEL 2,0,KIAMBU,Active,
LIOKI DISPENSARY,GK-xxx,P.O BOX 39-00900 KIAMBU,DISPENSARY,LEVEL 2,0,KIAMBU,Active,
ANMER DISPENSARY,GK-xxx,P.O BOX 39-00900 KIAMBU,DISPENSARY,LEVEL 2,0,KIAMBU,Active,
SALA HEALTH CENTRE,GK-xxx,P.O BOX 7-70300 MANDERA,HEALTH CENTRE,LEVEL 3A,6,MANDERA,Active,
NGARARO HEALTH CENTRE,GK-xxx,P.O BOX 98-40701 LOLGORIAN,HEALTH CENTRE,LEVEL 3A,6,NAROK,Active,
GESURE DISPENSARY,GK-xxx,P.O BOX 21-40203 KISII,DISPENSARY,LEVEL 2,0,KISII,Active,
BORANGI HEALTH CENTRE,GK-xxx,P.O BOX 21-40203 NYAMACHE,HEALTH CENTRE,LEVEL 3A,6,KISII,Active,
URIRI SUB-COUNTY HOSPITAL,GK-xxx,P.O BOX 52-40228 URIRI,HOSPITAL LEVEL 4,LEVEL 4,24,MIGORI,Active,
KATHAMA DISPENSARY,GK-xxx,P.O BOX 82-90110 MBIUNI,DISPENSARY,LEVEL 2,0,MACHAKOS,Active,
EMATSULI DISPENSARY,GK-xxx,P.O BOX 50-50314 EMUHAYA,DISPENSARY,LEVEL 2,0,VIHIGA,Active,
EKWANDA HEALTH CENTRE,GK-xxx,P.O BOX 266-50307 LUANDA,HEALTH CENTRE,LEVEL 3A,10,VIHIGA,Active,
KALYONGWET  DISPENSARY,GK-xxx,P.O BOX 10-20205 SOSIOT,DISPENSARY,LEVEL 2,0,KERICHO,Active,
KEGONDI HEALTH CENTRE,GK-xxx,P.O BOX 260-50300 MARAGOLI,HEALTH CENTRE,LEVEL 3A,20,VIHIGA,Active,
JEPKOYAI DISPENSARY,GK-xxx,P.O BOX 363-50310 VIHIGA,DISPENSARY,LEVEL 2,0,VIHIGA,Active,
TULWET HEALTH CENTRE,GK-xxx,P.O BOX 441-30200 KITALE,HEALTH CENTRE,LEVEL 3A,6,TRANS NZOIA,Active,
KUNYAK DISPENSARY,GK-xxx,P.O BOX 40-40104 KORU,DISPENSARY,LEVEL 2,0,KERICHO,Active,
WIYETA HEALTH CENTRE,GK-xxx,P.O BOX 2334-30200 KITALE,HEALTH CENTRE,LEVEL 3A,6,TRANS NZOIA,Active,
KAPSOIT DISPENSARY,GK-xxx,P.O BOX 2146-20211 KAPSOIT,DISPENSARY,LEVEL 2,0,KERICHO,Active,
KOMWAGA HEALTH CENTRE,GK-xxx,P.O BOX 18-40101 AHERO,DISPENSARY,LEVEL 2,0,KISUMU,Active,
KAPSEGER DISPENSARY,GK-xxx,P.O BOX 603-20200 KERICHO,DISPENSARY,LEVEL 2,0,KERICHO,Active,
GETA DISPENSARY,GK-xxx,P.O BOX 2334-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
ESHINUTSA MODEL HEALTH CENTRE,GK-xxx,P.O BOX 126-50135 KHWISERO,HEALTH CENTRE,LEVEL 3A,6,KAKAMEGA,Active,
KAMAR DISPENSARY,GK-xxx,P.O BOX 147-20105 MOGOTIO,HEALTH CENTRE,LEVEL 3A,6,BARINGO,Active,
MAUTUMA SUB COUNTY HOSPITAL,GK-xxx,P.O BOX 435-30106 TURBO,MEDICAL CLINIC,LEVEL 2,50,KAKAMEGA,Active,
UNDUGU HIGH RISE DISPENSARY,GK-xxx,P.O BOX 34349-00100 NAIROBI,DISPENSARY,LEVEL 2,0,NAIROBI,Active,
NAMATOTOA DISPENSARY,GK-xxx,P.O BOX 901-50200 BUNGOMA,DISPENSARY,LEVEL 2,0,BUNGOMA,Active,
KAVUNYALALO DISPENSARY,GK-xxx,P.O BOX 1-80206 GONGONI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
BORA IMANI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
KAMALE DISPENSARY,GK-xxx,P.O BOX 1- GONGONI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
NDIINE DISPENSARY,GK-xxx,P.O BOX 8-60200 MERU,DISPENSARY,LEVEL 2,0,MERU,Active,
ESIRULO DISPENSARY,GK-xxx,P.O BOX 441- LUANDA,DISPENSARY,LEVEL 2,0,VIHIGA,Active,
GIVIGOI DISPENSARY,GK-xxx,P.O BOX 44- HAMISI,DISPENSARY,LEVEL 2,0,VIHIGA,Active,
KISERIAN HEALTH CENTRE,GK-xxx,P.O BOX 31- KAJIADO,HEALTH CENTRE,LEVEL 3A,0,KAJIADO,Active,
KOYKOY COMMUNITY DISPENSARY,GK-xxx,P.O BOX 98-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
SIKHENDU DISPENSARY,GK-xxx,P.O BOX 98-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
KIMURI DISPENSARY - KITALE,GK-xxx,P.O BOX 2334-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
MT ELGON NATIONAL PARK DISPENSARY,GK-xxx,P.O BOX 3979-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
KHALWENGE DISPENSARY,GK-xxx,P.O BOX 98-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
JESUS RESPONDING GOSPEL CLINIC,001xxx,P.O BOX 1061-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
BAHARI MEDICAL CLINIC,001xxx,P.O BOX 3513-80100 MOMBASA,MEDICAL CLINIC,LEVEL 2,2,MOMBASA,Active,
BETHANY FAMILY MEDICAL CLINIC,002xxx,P.O BOX 107-10107 ENDARASHA,MEDICAL CLINIC,LEVEL 2,0,NYERI,Active,
ST. PATRICK HEALTHCARE CENTRE LTD,002xxx,P.O BOX 9045-00300 NAIROBI,HOSPITAL LEVEL 4,LEVEL 4,50,NAIROBI,Active,
HOLY FAMILY CATHOLIC MISSION HOSPITAL,003xxx,P.O BOX 9-00216 GITHUNGURI,MISSION HOSPITAL LEVEL 3,LEVEL 3B,27,KIAMBU,Active,
ANGEL MEDICAL CONSULTING LIMITED,003xxx,P.O BOX 19-90100 MACHAKOS,MEDICAL CENTRE,LEVEL 3B,0,MACHAKOS,Active,
R4C KENYA MEDICAL SERVICES,003xxx,P.O BOX 1575-80400 UKUNDA,MEDICAL CLINIC,LEVEL 2,0,KWALE,Active,
WESPRAM MEDICAL CENTRE,005xxx,P.O BOX 28-40600 SIAYA,MEDICAL CENTRE,LEVEL 3B,20,SIAYA,Active,
AIR STRIP MEDICARE MOYALE,005xxx,P.O BOX 113-60700 MOYALE,NURSING HOME,LEVEL 3A,5,MARSABIT,Active,
JAGENYA MEDICAL CLINIC,005xxx,P.O BOX 29815-00202 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,KAJIADO,Active,
AQUADENT COMPANY LIMITED,007xxx,P.O BOX 6001-30100 ELDORET,DENTAL CLINIC,LEVEL 2,0,UASIN GISHU,Active,
SHASYT ANNEX HEALTH CARE,007xxx,P.O BOX 86-20500 NAROK,MEDICAL CLINIC,LEVEL 2,0,NAROK,Active,
MARY MISSIONS MEDICAL CLINIC,007xxx,P.O BOX 1-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE,007xxx,P.O BOX 828-10300 KERUGOYA,HOSPITAL LEVEL 4,LEVEL 4,50,KIRINYAGA,Active,
ST FRANCIS HEALTH SERVICES KAHAWA SUKARI,014xxx,P.O BOX 1418-00232 RUIRU,NURSING HOME,LEVEL 3A,12,KIAMBU,Active,
THE RHAMU HOSPITAL,014xxx,P.O BOX 185-70300 MANDERA,HOSPITAL LEVEL 4,LEVEL 4,40,MANDERA,Active,
LIBERTY MEDICAL AND DIALYSIS CENTRE,015xxx,P.O BOX 4369-30100 ELDORET,MEDICAL CENTRE,LEVEL 3B,0,TRANS NZOIA,Active,
YUCARE MEDICAL CENTRE,015xxx,P.O BOX 8259-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,5,NAIROBI,Active,
ZIDKIJAH MEDICAL CENTER,016xxx,P.O BOX 313-40404 RONGO,MEDICAL CLINIC,LEVEL 2,0,MIGORI,Active,
NYAHURURU MEDICAL TRAINING COLLEGE,016xxx,P.O BOX 1804-20300 NYAHURURU,MEDICAL CLINIC,LEVEL 2,0,NYANDARUA,Active,
OASIS DOCTORS PLAZA KAKAMEGA LIMITED,016xxx,P.O BOX 1060-50100 KAKAMEGA,HOSPITAL LEVEL 4,LEVEL 4,35,KAKAMEGA,Active,
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE TOWN ANNEX,016xxx,P.O BOX 828-10300 KERUGOYA,MEDICAL CENTRE,LEVEL 3B,5,KIRINYAGA,Active,
ALFA HEALTHCARE MEDICAL CLINIC,016xxx,P.O BOX 845-00902 KIKUYU,MEDICAL CLINIC,LEVEL 2,0,KIAMBU,Active,
TOPVIEW MEDICAL CENTRE,017xxx,P.O BOX 1859-10101 KARATINA,MEDICAL CENTRE,LEVEL 3B,0,NYERI,Active,
PRECIOUS COTTAGE MEDICAL CENTER LIMITED,018xxx,P.O BOX 1324-60101 EMBU,MEDICAL CLINIC,LEVEL 2,0,MURANG'A,Active,
RURU CARE CLINIC,018xxx,P.O BOX 91-10106 OTHAYA,MEDICAL CLINIC,LEVEL 2,0,NYERI,Active,
BUJUMBA MISSION DISPENSARY,018xxx,P.O BOX 46-50404 BUMALA,DISPENSARY,LEVEL 2,0,BUSIA,Active,
MERCY AND GRACE CLINIC LIMITED,019xxx,P.O BOX 184-30101 AINABKOI,MEDICAL CLINIC,LEVEL 2,0,ELGEYO/ MARAKWET,Active,
TIBABU AFRIWELLNESS CLINIC,019xxx,P.O BOX 10719-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
ST.PATRICK HEALTH CARE CENTRE LIMITED,019xxx,P.O BOX 9045-00300 NAIROBI,NURSING HOME,LEVEL 3A,25,MACHAKOS,Active,
VIKAM HOSPITAL MASENO LTD,019xxx,P.O BOX 85-40105 MASENO,HOSPITAL LEVEL 4,LEVEL 4,26,KISUMU,Active,
KANAM MEDICARE,020xxx,,MEDICAL CLINIC,LEVEL 2,0,TURKANA,Active,
PRESTIGE DENTAL SERVICES LIMITED,020xxx,P.O BOX 61738-00200 NAIROBI,DENTAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
FLORA DENTAL CLINIC LIMITED,020xxx,P.O BOX 940-20106 MOLO,DENTAL CLINIC,LEVEL 2,0,NAKURU,Active,
KAANI COMMUNITY MEDICAL CLINIC,020xxx,P.O BOX 43-90100 KATHIANI,MEDICAL CLINIC,LEVEL 2,0,MACHAKOS,Active,
EQUITY AFIA KUTUS,020xxx,P.O BOX 378-10400 NANYUKI,MEDICAL CENTRE,LEVEL 3B,0,KIRINYAGA,Active,
NORVATEX HEALTHCARE SERVICES,020xxx,P.O BOX 763-01000 THIKA,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
THE HEART NEBULA HEALTHCARE LIMITED,020xxx,P.O BOX 2297-00202 NAIROBI,MEDICAL CENTRE,LEVEL 3B,0,NAIROBI,Active,
KIHOTO LINKS MEDICAL CLINIC,021xxx,P.O BOX 63-20117 NAIVASHA,MEDICAL CLINIC,LEVEL 2,0,NAKURU,Active,
AKEIA WELLNESS AGENCIES,021xxx,P.O BOX 7662-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
TIBABU AFRIWELLNESS-CITY SQUARE,021xxx,P.O BOX 10719-00100 NAIROBI,MEDICAL CLINIC,LEVEL 2,0,NAIROBI,Active,
MORAN PAEDS MEDICAL CLINIC,021xxx,P.O BOX 227-01000 THIKA,MEDICAL CLINIC,LEVEL 2,0,KIAMBU,Active,
MWANASITI MEDICAL CLINIC,021xxx,P.O BOX 34-80114 MARIAKANI,MEDICAL CLINIC,LEVEL 2,0,KILIFI,Active,
JABII EAST NURSING HOME LTD,023xxx,P.O BOX 304-00100 NAIROBI,MEDICAL CENTRE,LEVEL 3B,40,MANDERA,Active,
ESHU DISPENSARY,GK-xxx,P.O BOX 8-80404 MSAMBWENI,DISPENSARY,LEVEL 2,0,KWALE,Active,
GK PRSION DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
MTORONI DISPENSARY,GK-xxx,P.O BOX 4-80100 MOMBASA,DISPENSARY,LEVEL 2,0,KILIFI,Active,
SHOMELA DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
CHAMARI DISPENSARY,GK-xxx,P.O BOX 4-80200 MALINDI,DISPENSARY,LEVEL 2,0,KILIFI,Active,
KABATI DISPENSARY,GK-xxx,P.O BOX 89-10104 MWEIGA,DISPENSARY,LEVEL 2,0,NYERI,Active,
QUDAMA DISPENSARY,GK-xxx,P.O BOX 22-70200 WAJIR,DISPENSARY,LEVEL 2,0,WAJIR,Active,
KAISAGAT HEALTH CENTRE,GK-xxx,P.O BOX 3979-30200 KITALE,HEALTH CENTRE,LEVEL 3A,6,TRANS NZOIA,Active,
GOSETA DISPENSARY,GK-xxx,P.O BOX 3979-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
SITATUNGA DISPENSARY,GK-xxx,P.O BOX 2334-30200 KITALE,DISPENSARY,LEVEL 2,0,TRANS NZOIA,Active,
WONDENI DISPENSARY,GK-xxx,P.O BOX 19-90100 MACHAKOS,DISPENSARY,LEVEL 2,0,MACHAKOS,Active,
SCHOOL FOR THE DEAF DISPENSARY MACHAKOS,GK-xxx,P.O BOX 943-90100 MACHAKOS,DISPENSARY,LEVEL 2,0,MACHAKOS,Active,
NGONG SUB COUNTY HOSPITAL,GK-xxx,P.O BOX 99-00208 NGONG,HOSPITAL LEVEL 4,LEVEL 4,86,KAJIADO,Active,
KAPSASIAN DISPENSARY,GK-xxx,P.O BOX 90-20226 CHEBUNYO,DISPENSARY,LEVEL 2,0,NAROK,Active,
MOTONTO DISPENSARY,GK-xxx,P.O BOX 21-40203 NYAMACHE,DISPENSARY,LEVEL 2,0,KISII,Active,
